----------------------------------------------------------------------------------
dim_{Spin} = 2 ,
dim_{Lat} = 2 ,
N = ( 128 x 128 ) ,
T = 0.000000000000e+00 ,
delta_T = 5.000000000000e-02 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
sigma_h = ( 1.000000000000e+00 , 0.000000000000e+00 ) ,
<h_i> = ( -2.326736468909e-03 , 0.000000000000e+00 ) ,
order = ( -1.000000000000e+00 , 0.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 128000 ,
Averaging-MCS = 12800 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-03 ,
delta_{phi} = 1.000000000000e-04 ,
==================================================================================
h[0]	h[0]	h[1]	<m[0]>	<m[1]>	
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------
Updating all sites simultaneously.. 
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------

order = ({-1.000000-->1.000000,0.000000}, 0, 1)
----------------------------------------------------------------------------------
-9.878386206201e+00	-9.878386206201e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.866527399230e+00	-9.866527399230e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.854668592260e+00	-9.854668592260e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.842809785290e+00	-9.842809785290e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.830950978320e+00	-9.830950978320e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.819092171350e+00	-9.819092171350e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.807233364379e+00	-9.807233364379e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.795374557409e+00	-9.795374557409e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.783515750439e+00	-9.783515750439e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.771656943469e+00	-9.771656943469e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.759798136498e+00	-9.759798136498e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.747939329528e+00	-9.747939329528e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.736080522558e+00	-9.736080522558e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
